,ID,Car_Owned,Bike_Owned,Active_Loan,House_Own,Child_Count,Own_House_Age,Mobile_Tag,Homephone_Tag,Workphone_Working,Client_Family_Members,Cleint_City_Rating,Application_Process_Day,Application_Process_Hour,Score_Source_1,Score_Source_2,Social_Circle_Default,Phone_Change,Credit_Bureau,Default,Alone,Group,Kids,Others,Partner,Relative,Commercial,Govt Job,Service,Graduation,Graduation dropout,Junior secondary,Post Grad,Secondary,D,M,S,W,Female,Male,CL,RL,Family,Home,Municipal,Office,Rental,Shared,Accountants,Cleaning,Cooking,Core,Drivers,HR,High skill tech,IT,Laborers,Low-skill Laborers,Managers,Medicine,Private service,Realty agents,Sales,Secretaries,Security,Waiters/barmen,No,Yes
56523,12210890,1.0,1.0,0.0,0.0,0.0,2.0,1,0,0,2.0,1.0,3.0,19.0,0.478255875,0.47562792600000003,0.0825,7.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56526,12162437,1.0,1.0,0.0,1.0,0.0,3.0,1,0,0,2.0,2.0,5.0,11.0,0.6752173920000001,0.16793886800000002,0.0876,1864.0,2.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56578,12198854,1.0,1.0,0.0,0.0,1.0,7.0,1,0,1,3.0,2.0,0.0,11.0,0.286065832,0.424148333,0.0567,812.0,1.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56581,12178820,1.0,1.0,0.0,1.0,0.0,3.0,1,0,0,2.0,2.0,3.0,9.0,0.294932529,0.6902761609999999,0.0928,1564.0,6.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
56589,12218588,1.0,0.0,1.0,1.0,0.0,9.0,1,0,0,2.0,2.0,3.0,11.0,0.798719783,0.513228683,0.134,1705.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
56601,12171753,1.0,0.0,0.0,0.0,1.0,35.0,1,0,0,3.0,2.0,3.0,16.0,0.32320773399999997,0.51847704,0.4454,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56677,12101061,1.0,1.0,0.0,0.0,1.0,4.0,1,0,1,3.0,2.0,2.0,17.0,0.46877374,0.5074308470000001,0.1124,701.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
56710,12126043,1.0,0.0,1.0,1.0,0.0,12.0,1,1,1,1.0,2.0,1.0,10.0,0.287304071,0.705874821,0.0691,1412.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56740,12188348,1.0,0.0,0.0,0.0,0.0,7.0,1,0,0,1.0,1.0,3.0,11.0,0.47448544200000004,0.358085812,0.23199999999999998,1616.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56806,12193427,1.0,0.0,1.0,1.0,0.0,6.0,1,0,0,2.0,2.0,6.0,3.0,0.575820042,0.5286389029999999,0.0278,333.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56820,12202294,1.0,0.0,0.0,1.0,0.0,13.0,1,1,1,2.0,1.0,4.0,11.0,0.542085158,0.61808885,0.0825,1514.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56931,12184118,1.0,0.0,0.0,1.0,1.0,3.0,1,0,0,3.0,2.0,4.0,16.0,0.640238735,0.685025145,0.0952,324.0,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57063,12114442,1.0,0.0,0.0,1.0,0.0,12.0,1,0,0,2.0,2.0,5.0,9.0,0.535590069,0.557347623,0.0629,1960.0,5.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57096,12192905,1.0,0.0,1.0,1.0,0.0,4.0,1,0,0,2.0,2.0,1.0,15.0,0.53602758,0.628307014,0.0742,304.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57123,12167475,1.0,0.0,0.0,0.0,0.0,6.0,1,1,1,1.0,2.0,5.0,19.0,0.8462916659999999,0.664309909,0.0639,1835.0,3.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57144,12199383,1.0,0.0,1.0,1.0,0.0,16.0,1,0,0,2.0,2.0,3.0,10.0,0.42415092200000004,0.518651739,0.1485,917.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
57253,12176240,1.0,0.0,0.0,1.0,0.0,2.0,1,0,0,2.0,1.0,5.0,12.0,0.650346509,0.285897872,0.0928,1400.0,6.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57313,12175711,1.0,0.0,1.0,0.0,1.0,14.0,1,1,1,3.0,3.0,5.0,4.0,0.620267488,0.457864816,0.0876,2182.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57315,12154364,1.0,0.0,0.0,1.0,3.0,9.0,1,1,1,5.0,2.0,1.0,15.0,0.49958515299999995,0.510753609,0.0577,1488.0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57343,12141256,1.0,1.0,1.0,1.0,0.0,65.0,1,0,0,1.0,2.0,2.0,10.0,0.469429769,0.528851407,0.0667,1707.0,2.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57502,12183440,1.0,0.0,0.0,0.0,0.0,17.0,1,0,0,1.0,1.0,5.0,15.0,0.70942615,0.703262115,0.0825,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57521,12119527,1.0,1.0,1.0,0.0,1.0,0.0,1,0,1,3.0,2.0,2.0,18.0,0.41762918299999996,0.708090008,0.401,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57532,12218723,1.0,0.0,0.0,1.0,2.0,4.0,1,1,0,4.0,2.0,3.0,15.0,0.124977785,0.5057965329999999,0.083,6.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57540,12173286,1.0,0.0,0.0,1.0,0.0,3.0,1,0,0,2.0,2.0,5.0,15.0,0.776993293,0.6690719479999999,0.2598,1167.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57632,12139373,1.0,0.0,0.0,1.0,1.0,19.0,1,0,0,3.0,2.0,1.0,5.0,0.395963147,0.722424,0.0619,339.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
57634,12161718,1.0,0.0,1.0,0.0,0.0,19.0,1,0,0,2.0,2.0,3.0,9.0,0.098172384,0.28412876800000003,0.1216,646.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57679,12214313,1.0,0.0,1.0,0.0,0.0,17.0,1,0,0,2.0,2.0,6.0,11.0,0.374809775,0.660578982,0.19899999999999998,1743.0,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
57699,12109584,1.0,0.0,0.0,1.0,2.0,23.0,1,0,0,4.0,3.0,6.0,8.0,0.21603082,0.562703344,0.0928,2523.0,5.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57755,12211942,1.0,0.0,1.0,1.0,0.0,5.0,1,0,0,2.0,2.0,6.0,10.0,0.670004725,0.5911805960000001,0.1536,1918.0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57806,12152672,1.0,0.0,1.0,1.0,1.0,65.0,1,0,1,3.0,2.0,0.0,10.0,0.384052833,0.595096255,0.1196,920.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57820,12159347,1.0,1.0,1.0,1.0,0.0,64.0,1,0,1,2.0,2.0,2.0,9.0,0.49277702100000004,0.26852087399999996,0.1634,0.0,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57848,12177402,1.0,0.0,1.0,0.0,1.0,17.0,1,0,0,3.0,2.0,2.0,11.0,0.526531768,0.372278879,0.2278,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57993,12120250,1.0,1.0,1.0,1.0,0.0,9.0,1,0,0,2.0,2.0,5.0,14.0,0.626056785,0.679116755,0.0577,2560.0,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58040,12100434,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1.0,2.0,3.0,12.0,0.334739158,0.741940823,0.0675,651.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58041,12186531,1.0,0.0,0.0,1.0,1.0,10.0,1,0,0,3.0,2.0,2.0,15.0,0.401065251,0.6539882370000001,0.0856,2494.0,5.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58074,12165310,1.0,1.0,0.0,1.0,0.0,15.0,1,0,0,2.0,1.0,4.0,11.0,0.34482996899999996,0.7040236409999999,0.0041,0.0,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
58317,12134456,1.0,0.0,0.0,0.0,2.0,13.0,1,0,0,4.0,2.0,5.0,11.0,0.348198706,0.781264532,0.1031,1056.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58337,12208857,1.0,1.0,1.0,1.0,0.0,17.0,1,1,0,2.0,3.0,2.0,12.0,0.621359937,0.285897872,0.0928,1562.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58347,12220639,1.0,0.0,1.0,1.0,1.0,28.0,1,0,1,3.0,2.0,1.0,15.0,0.751902823,0.7083837209999999,0.0124,1571.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
58401,12172913,1.0,1.0,0.0,1.0,1.0,13.0,1,0,0,3.0,3.0,5.0,6.0,0.609445845,0.538478201,0.0082,1083.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
58408,12130115,1.0,0.0,0.0,0.0,0.0,9.0,1,0,0,1.0,1.0,4.0,11.0,0.295451153,0.705229722,0.0835,894.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58507,12116115,1.0,1.0,0.0,0.0,0.0,4.0,1,1,0,1.0,1.0,4.0,10.0,0.26401666,0.526377012,0.3696,107.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58575,12125411,1.0,0.0,0.0,1.0,0.0,5.0,1,0,0,2.0,2.0,1.0,16.0,0.841802924,0.55715879,0.0041,490.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58602,12117946,1.0,1.0,0.0,0.0,1.0,26.0,1,0,0,3.0,2.0,6.0,11.0,0.14297971,0.45466946,0.1495,297.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
58671,12175474,1.0,0.0,0.0,1.0,2.0,4.0,1,0,0,4.0,2.0,4.0,14.0,0.568913999,0.58095314,0.132,1445.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58703,12116902,1.0,0.0,0.0,1.0,2.0,1.0,1,0,1,4.0,2.0,2.0,10.0,0.21881628600000003,0.761069515,0.1299,171.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58734,12178018,1.0,0.0,1.0,0.0,0.0,17.0,1,0,0,2.0,2.0,4.0,3.0,0.6998399740000001,0.619672308,0.0969,1755.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58780,12132565,1.0,0.0,1.0,0.0,1.0,14.0,1,0,0,2.0,2.0,2.0,8.0,0.6659328379999999,0.713555759,1.0,3270.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58937,12186030,1.0,1.0,1.0,1.0,1.0,7.0,1,0,0,3.0,2.0,4.0,13.0,0.409478585,0.72691356,0.0928,1259.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58972,12126026,1.0,0.0,1.0,1.0,1.0,16.0,1,0,1,3.0,2.0,5.0,11.0,0.365919595,0.254569025,0.1021,151.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
59020,12128857,1.0,0.0,1.0,0.0,1.0,10.0,1,0,0,3.0,2.0,5.0,12.0,0.437252201,0.42733472200000006,0.0557,297.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
59052,12219842,1.0,1.0,1.0,1.0,2.0,6.0,1,0,0,4.0,2.0,5.0,13.0,0.395817276,0.703841343,0.1,257.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
59053,12111873,1.0,0.0,0.0,1.0,0.0,7.0,1,0,0,2.0,2.0,2.0,10.0,0.792258992,0.756422292,0.0186,1310.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
59130,12204260,1.0,0.0,1.0,1.0,0.0,15.0,1,0,0,2.0,3.0,6.0,8.0,0.545826055,0.131683048,0.0722,1563.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
59166,12218814,1.0,0.0,0.0,1.0,1.0,2.0,1,0,0,3.0,2.0,1.0,13.0,0.674660797,0.739963899,0.0567,0.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59244,12190816,1.0,0.0,0.0,1.0,1.0,2.0,1,0,0,3.0,1.0,1.0,9.0,0.428253874,0.712136801,0.0773,1163.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
59249,12143255,1.0,0.0,1.0,1.0,0.0,16.0,1,0,0,2.0,2.0,1.0,12.0,0.603706042,0.7208294190000001,0.1345,1020.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59285,12154280,1.0,0.0,0.0,0.0,0.0,9.0,1,0,0,2.0,3.0,6.0,10.0,0.41064613899999997,0.585094404,0.534,3.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59313,12218572,1.0,1.0,0.0,1.0,1.0,15.0,1,0,0,3.0,2.0,3.0,10.0,0.302701769,0.35061653200000004,0.0825,1466.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
59340,12127439,1.0,1.0,1.0,0.0,0.0,1.0,1,0,0,1.0,2.0,1.0,12.0,0.317888445,0.666097225,0.5474,718.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59341,12148413,1.0,1.0,0.0,0.0,0.0,10.0,1,0,0,2.0,2.0,3.0,10.0,0.345783181,0.610737692,0.5454,2222.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59397,12220354,1.0,0.0,1.0,1.0,0.0,20.0,1,0,0,2.0,2.0,3.0,17.0,0.484730683,0.744723595,0.1485,1124.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59416,12215437,1.0,1.0,0.0,1.0,0.0,12.0,1,0,0,1.0,2.0,1.0,12.0,0.382794805,0.115149415,0.301,533.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
59464,12180503,1.0,1.0,0.0,1.0,0.0,4.0,1,0,0,2.0,2.0,2.0,16.0,0.6870351720000001,0.665440316,0.066,500.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59474,12156091,1.0,0.0,1.0,1.0,0.0,9.0,1,0,0,2.0,2.0,4.0,14.0,0.7481024690000001,0.710286359,0.0845,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
59782,12171848,1.0,0.0,0.0,1.0,0.0,4.0,1,0,0,2.0,2.0,1.0,14.0,0.361590735,0.74281491,0.3299,955.0,3.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59823,12158793,1.0,0.0,1.0,1.0,0.0,6.0,1,1,0,2.0,2.0,3.0,15.0,0.45933605200000005,0.159679234,0.3351,1495.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59850,12164430,1.0,0.0,0.0,1.0,1.0,6.0,1,0,1,3.0,1.0,1.0,16.0,0.797676103,0.679688324,0.2575,2401.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59872,12203738,1.0,0.0,1.0,1.0,0.0,19.0,1,0,0,1.0,2.0,0.0,11.0,0.310156029,0.534182182,0.0577,468.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
59876,12119904,1.0,1.0,0.0,1.0,0.0,1.0,1,1,0,2.0,2.0,1.0,14.0,0.755984315,0.64685844,0.0814,771.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
59912,12178274,1.0,1.0,0.0,0.0,0.0,14.0,1,0,0,1.0,2.0,4.0,9.0,0.702113395,0.48508715,0.066,531.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59986,12193708,1.0,0.0,1.0,0.0,0.0,3.0,1,0,1,2.0,1.0,4.0,16.0,0.643007103,0.530393107,0.3593,652.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60000,12140915,1.0,0.0,0.0,0.0,0.0,3.0,1,0,1,2.0,2.0,4.0,14.0,0.471761931,0.661132804,0.0804,2818.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60039,12172025,1.0,1.0,0.0,0.0,1.0,14.0,1,1,0,3.0,3.0,4.0,10.0,0.249389826,0.225733899,0.0722,1182.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
60051,12213658,1.0,0.0,1.0,1.0,0.0,9.0,1,1,1,2.0,2.0,0.0,10.0,0.682570531,0.508977561,0.0639,479.0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60054,12189251,1.0,0.0,1.0,1.0,1.0,3.0,1,1,0,3.0,2.0,4.0,13.0,0.6933724659999999,0.662747632,0.1876,1699.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
